vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,com_x,com_y,quat_x,quat_y,quat_z,quat_w
1.3167223,-0.01371818,-0.17824821,-0.05983243,-0.03057595,0.20141907,0.05693704,0.71341884,-1.5165633,-0.21459976,0.716118,-2.1437676,0.1930823,1.4876506,-1.9865235,-0.1900566,0.5131584,-1.7000334,1.5,0.0,0.0,0.28906882,0.24373074,0.18463382,-0.261024,0.21623565,-0.16226827,-0.19491334,-0.33963054,0.1947829,-0.22223586,-0.07219525,-0.17264621,-0.26507282,2.9916844,-0.1996102,0.026702207,-0.06157387,-0.13581309,0.98845863
1.348611,0.025722396,-0.20017973,-0.46943593,-0.30637163,0.24503511,0.06101053,0.808614,-1.5408283,-0.29471278,0.4827294,-2.187356,0.23107499,1.4228368,-2.1385202,-0.18489464,0.6399563,-1.7709346,1.5,0.0,0.0,0.2883142,0.21380332,0.17796749,-0.26474363,0.25482827,-0.1710348,-0.1463724,-0.3076679,0.1938154,-0.20249453,-0.09888901,-0.17271274,-0.2643251,3.017694,-0.20644604,0.02295969,-0.063147806,-0.13378017,0.98873055
1.3728255,0.045794908,-0.176124,-0.5971834,-0.37916592,0.33539948,0.06726127,0.8998184,-1.5491809,-0.37698105,0.20922352,-2.1491234,0.27607042,1.3030796,-2.2416768,-0.17640568,0.77003556,-1.8261826,1.5,0.0,0.0,0.28792074,0.18888217,0.1761758,-0.26442695,0.29076725,-0.17982057,-0.09926747,-0.2698991,0.19480374,-0.1832289,-0.1260796,-0.17300525,-0.2638927,3.0443366,-0.21279866,0.016987473,-0.0657251,-0.1312507,0.98902225
1.3892424,0.053478725,-0.098133,-0.60079867,-0.25362098,0.4182452,0.07313548,0.97896487,-1.5374843,-0.4470243,-0.056652427,-2.043967,0.31134477,1.1405371,-2.2751276,-0.16540574,0.894103,-1.8567474,1.5,0.0,0.0,0.2889384,0.16425045,0.17417939,-0.2655289,0.3277589,-0.1834685,-0.05300899,-0.23330565,0.19662361,-0.1678555,-0.1534546,-0.1730091,-0.26489437,3.071257,-0.21894333,0.010751226,-0.06768781,-0.12788872,0.9894176
1.4153134,0.06939124,0.014624219,-0.5782445,-0.13792509,0.45056564,0.07815998,1.0409328,-1.5012906,-0.49026495,-0.25755584,-1.8975247,0.33144808,0.95700985,-2.2349443,-0.15196043,1.004102,-1.85625,1.5,0.0,0.0,0.29218006,0.13984022,0.17208509,-0.26888037,0.36412865,-0.18096557,-0.011951417,-0.20044005,0.19837353,-0.1609269,-0.18082274,-0.17276737,-0.2681777,3.0984364,-0.22482054,0.004620712,-0.068546966,-0.12391065,0.9899122
1.4506819,0.09679054,0.13958286,-0.42982185,-0.10141126,0.40476122,0.08072341,1.0828192,-1.4355783,-0.4926646,-0.36269575,-1.739726,0.33580732,0.77417314,-2.1245532,-0.1391274,1.0941676,-1.8220781,1.5,0.0,0.0,0.29802436,0.11532595,0.16979228,-0.2748772,0.3966993,-0.17709357,0.014102221,-0.16966881,0.20044053,-0.16443734,-0.20810291,-0.17275578,-0.27411813,3.126061,-0.23015966,-0.00087264215,-0.06895058,-0.11990029,0.99038833
1.4771315,0.12401413,0.23202927,-0.42498484,0.14312315,0.2632505,0.081542954,1.1038127,-1.3425006,-0.45052132,-0.3621878,-1.6002034,0.3225839,0.62040985,-1.9666421,-0.12824148,1.1538643,-1.7520086,1.5,0.0,0.0,0.30611688,0.09037172,0.16729528,-0.28315353,0.42378396,-0.17853321,0.01641947,-0.13919467,0.2032762,-0.17829192,-0.235041,-0.17361113,-0.28239006,3.154191,-0.23478854,-0.005886422,-0.06789353,-0.11683384,0.9908107
1.4706753,0.13066468,0.20603688,-0.38012925,0.36988708,0.20190184,0.08153429,1.1089125,-1.2333777,-0.3721215,-0.25923437,-1.4790056,0.29035956,0.5028391,-1.7855808,-0.11962863,1.1868116,-1.6579906,1.5,0.0,0.0,0.31459886,0.06517335,0.1646849,-0.29183936,0.44083804,-0.18825483,-0.0098930895,-0.111914136,0.20575222,-0.19991803,-0.26133668,-0.17504603,-0.29127514,3.1825726,-0.2389129,-0.010348693,-0.06468692,-0.11460805,0.9912485
1.4471837,0.11318654,0.041496586,0.13205285,0.35663867,0.26193064,0.08387489,1.0842942,-1.1872905,-0.27804196,-0.09343175,-1.3978955,0.23556969,0.43521538,-1.646551,-0.11407641,1.2371358,-1.5752736,1.5,0.0,0.0,0.3205359,0.040094733,0.16229771,-0.29799992,0.44055265,-0.20272249,-0.067925125,-0.09110765,0.20558265,-0.22677879,-0.28780958,-0.17596313,-0.29743707,3.2109706,-0.24306855,-0.011378238,-0.061051324,-0.11199951,0.99176586
1.4214737,0.09758406,-0.17455456,0.37189513,0.5829603,0.3178327,0.09929196,1.0410246,-1.2886957,-0.1996932,0.11226015,-1.387808,0.17231211,0.4357901,-1.5971793,-0.09708742,1.3126034,-1.5641433,1.5,0.0,0.0,0.32219267,0.0366472,0.16279547,-0.29983735,0.41613314,-0.2074581,-0.13972151,-0.08099209,0.19825184,-0.2503551,-0.31956726,-0.1745952,-0.29626215,3.239416,-0.24748129,-0.0092729665,-0.05630942,-0.10875692,0.99242896
