vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_1_joint,arm_7_2_joint,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,arm_eex,arm_eey,arm_eez,com_x,com_y,quat_x,quat_y,quat_z,quat_w
0.006614075949467779,0.007072380265785724,0.0018972158431995736,0.0,0.0,-0.0007024353510847852,0.16408589482307434,0.7672363519668579,-1.5785164833068848,-0.05385216325521469,0.8496159315109253,-1.7678927183151245,0.12459079921245575,1.1070075035095215,-1.4997079372406006,-0.23205414414405823,1.0916510820388794,-1.5958632230758667,0.37647274136543274,-0.46633124351501465,1.0942918062210083,0.007268772926181555,-0.4268038868904114,-0.016282036900520325,0.030433589592576027,-0.027093535289168358,0.006614075949467779,0.007072380265785724,-0.0007024353510847852,0.2800000011920929,0.19863026750169918,-0.1899576598836316,-0.2817911711350373,0.20145742664832006,0.1564785008424805,-0.26602442673712273,-0.3042354590805922,-0.1776499702411799,-0.2786974544950583,-0.28126094678750435,0.20513478140790029,-0.2560374204117531,0.171523187493456,0.07884192913412867,0.3416464997541689,0.0,0.0,0.0,0.0,0.01795215936962308,0.9998388470018394
0.0066130075264973776,0.007046973733635303,0.0018925964832300357,0.0,0.0,-0.0007024353510847851,0.1641476571559906,0.7669552564620972,-1.5785181999206543,-0.053512546420097354,0.8498159170150756,-1.7681710243225097,0.12457653433084488,1.1071984052658081,-1.4997716665267944,-0.23197467923164367,1.0915915012359618,-1.5961754322052002,0.38012887835502623,-0.4706881523132324,1.094379711151123,0.006825159303843975,-0.426871532201767,-0.017302574962377547,0.030429210886359213,-0.02708319537341595,0.0066130075264973776,0.007046973733635303,-0.0007024353510847851,0.2800379455089569,0.19871525492556538,-0.18997477854173075,-0.28178058880237067,0.2014395575689238,0.15638573294697836,-0.26601667204975976,-0.3042787691462998,-0.17764273433216538,-0.27867328969535865,-0.2811854071963006,0.2051083749453857,-0.25602437236505615,0.1707244747263615,0.07933409444482976,0.3425626579126256,0.00012711849412880836,0.00014610514626838266,0.0,0.0,0.017945136147664967,0.9998389730794863
0.006610029300306508,0.006970542741175284,0.0018787384033214232,0.0,0.0,-0.0005095225616403011,0.1642143279314041,0.7667103290557862,-1.578520154953003,-0.05316499024629593,0.8500179290771485,-1.7684788703918457,0.12456844300031662,1.1074242115020752,-1.499861717224121,-0.23190693259239198,1.0915302753448486,-1.5964898347854615,0.3845828354358673,-0.4759357810020447,1.0944528818130492,0.006425747275352478,-0.4273573100566864,-0.018144456297159196,0.030427799746394157,-0.027066535875201227,0.006610029300306508,0.006970542741175284,-0.0005095225616403011,0.2800757050514221,0.19878937468499147,-0.18999330150079866,-0.2817694339348043,0.2014250102746089,0.15629060779302525,-0.2660048093866176,-0.3043270924950638,-0.17763647714789804,-0.2786423875016572,-0.2811090000640884,0.20508494762172208,-0.25600936205577374,0.16976359607963679,0.07993970784087885,0.343733880881075,0.0002542348520364612,0.000291189580457285,0.0,0.0,0.017940041742284116,0.9998390645010252
0.006604094261121944,0.006817653756635653,0.0018507242202758793,0.0,0.0,-0.00012369698275193554,0.16429081559181213,0.7665377378463745,-1.5785225868225097,-0.05280155539512634,0.8502239942550659,-1.768845796585083,0.12457269877195358,1.1077198266983033,-1.5000044107437134,-0.23186262249946593,1.0914657592773438,-1.596808624267578,0.3906324326992035,-0.4829648494720459,1.0944965839385987,0.006114738434553147,-0.4286793529987335,-0.018629024177789687,0.03043232373893261,-0.02703723721206188,0.006604094261121944,0.006817653756635653,-0.00012369698275193554,0.28011309504508974,0.19884175986772662,-0.1900146391726755,-0.2817571680637712,0.201417099234842,0.15619075781618283,-0.26598476414662947,-0.30438544197505923,-0.17763217627811898,-0.27859801326271316,-0.2810308450489069,0.20506748055166746,-0.2559904552857151,0.16847583659601326,0.080770815018246,0.3454154608275159,0.000381346937501803,0.0004342325904872268,0.0,0.0,0.01793880497151523,0.9998390866915506
0.0065982101461471284,0.006664708650189326,0.0018225610256189517,0.0,0.0,0.0006478258562564348,0.16438932120800018,0.7664840221405029,-1.5785358905792237,-0.0524386927485466,0.8503606796264649,-1.7692056179046631,0.12459766715765,1.1080335617065429,-1.5001617431640626,-0.23184876441955565,1.0914078235626221,-1.5970880270004273,0.39789932370185854,-0.4908697962760925,1.0946702718734742,0.00591159574687481,-0.43086459040641784,-0.018738538771867753,0.030443656817078592,-0.0269976656883955,0.0065982101461471284,0.006664708650189326,0.0006478258562564348,0.28014973402023313,0.19885992061450786,-0.1900420116978869,-0.28174073028124647,0.20142708686962157,0.15609112204854558,-0.26596524655223575,-0.30444618748627145,-0.17763324819043125,-0.2785477581371437,-0.2809619606491943,0.2050585894182209,-0.2559700194516399,0.16697328640734407,0.08178085251027017,0.34736079964404165,0.0005084461357910185,0.0005731962563004344,0.0,0.0,0.017945282187263347,0.9998389704583531
0.006590284610312886,0.006460888949829106,0.0017850100994115659,0.0,0.0,0.0010335872757579977,0.16449883580207825,0.7664897441864014,-1.578554630279541,-0.05207611620426178,0.8504626750946045,-1.7695618867874146,0.12463299185037613,1.1083563566207886,-1.50032639503479,-0.23185013234615326,1.091353178024292,-1.5973477363586426,0.405774861574173,-0.49921268224716187,1.0949089527130127,0.0057623861357569695,-0.4334814250469208,-0.0186605267226696,0.030458394438028336,-0.0269529577344656,0.006590284610312886,0.006460888949829106,0.0010335872757579977,0.2801859974861145,0.19886096922279034,-0.190072400541709,-0.2817222073196316,0.20144601535637513,0.15599160706981585,-0.26594596911255186,-0.30450812105155,-0.17763700262120763,-0.27849455462340655,-0.28089771473870373,0.20505398408193637,-0.25594881325771945,0.16534826197473218,0.08286254429686152,0.3494329540248688,0.0006355388904921708,0.0007101202500052748,0.0,0.0,0.017955616394681524,0.9998387849247933
0.006582427555423337,0.006257001086626412,0.0017474591732027922,0.0,0.0,0.0021907122080306774,0.16469426155090333,0.7666320085525513,-1.5786141395568847,-0.05174433141946792,0.8504631757736206,-1.769826889038086,0.12469568848609924,1.108653473854065,-1.5004488468170165,-0.2318992167711258,1.0913001775741578,-1.5975348472595214,0.4147854387760162,-0.508249831199646,1.0953884601593018,0.0057724790647625925,-0.43722695112228394,-0.018021488189697267,0.03047680892050266,-0.02689935266971588,0.006582427555423337,0.006257001086626412,0.0021907122080306774,0.2802211344242096,0.19882689453017485,-0.1901260858985169,-0.281685915090765,0.20148053127902613,0.15590105970783555,-0.2659377853871545,-0.3045708634107907,-0.17764914526715897,-0.278443907526105,-0.28084754210830826,0.20506324727556424,-0.2559270573108705,0.16351417844614746,0.08410168439151038,0.3517281308598922,0.0007626082981005309,0.000840930256526917,0.0,0.0,0.01797751998069485,0.9998383913289906
0.00657655609846575,0.006104054581698709,0.0017192959785458648,0.0,0.0,0.0025764205389869543,0.16492269039154053,0.7667886018753052,-1.5786904573440552,-0.05143575221300125,0.8504530429840088,-1.77004816532135,0.12476402968168258,1.108945941925049,-1.5005505084991455,-0.2319593220949173,1.0912254571914672,-1.5977107524871825,0.4238723278045654,-0.5175364851951599,1.0959053039550781,0.005817186087369919,-0.44117713570594785,-0.017205723375082017,0.03049539253115654,-0.026843108236789703,0.00657655609846575,0.006104054581698709,0.0025764205389869543,0.2802558958530426,0.19879099086570126,-0.19018864709461966,-0.28164240303690463,0.20151220440658718,0.15581707407348755,-0.26593428389011187,-0.3046363401607608,-0.17766312158941788,-0.278394657394204,-0.28079327167534823,0.2050760245050306,-0.2559064978144513,0.1616115499893978,0.08530575127047374,0.3540829137037733,0.0008896684274077415,0.0009697038447484374,0.0,0.0,0.01800328001639904,0.9998379278206299
0.006694085572839067,0.0058358132375873435,0.0016734004020690918,0.0,0.0,0.003347837202361542,0.165217125415802,0.7669738531112671,-1.5788003921508789,-0.051173584163188936,0.8504216432571411,-1.7701819896698,0.12484365999698639,1.1092291116714477,-1.500610589981079,-0.23204146921634675,1.0911072969436646,-1.5978642463684083,0.43311184048652646,-0.5273221492767334,1.096496820449829,0.005931121297180653,-0.4455366373062134,-0.01603650599718094,0.03051431439816952,-0.026781585067510605,0.006694085572839067,0.0058358132375873435,0.003347837202361542,0.28028990626335143,0.19875142882384822,-0.19026896048936517,-0.28158445587473413,0.2015382085962208,0.15574618635379417,-0.2659401983545271,-0.3047073021434125,-0.17768077215488445,-0.2783482135040153,-0.28073080000543893,0.20509583336780068,-0.25588833879299866,0.15959954063798942,0.08647284851980042,0.35656575789576267,0.0010167100001126526,0.0010944045963697134,0.0,0.0,0.01803675295242089,0.999837324539814
0.006876291325864074,0.005586324172012713,0.0016327202320101655,0.0,0.0,0.002868521769862301,0.16556040048599244,0.7671406745910645,-1.5789486646652222,-0.05099592953920364,0.850414514541626,-1.7702217817306518,0.12492787986993789,1.1095407962799073,-1.500626277923584,-0.23215154111385344,1.0909136533737183,-1.5980284690856934,0.44212679862976073,-0.5371834635734558,1.0971338272094726,0.00610179640352726,-0.45007579922676083,-0.014572339877486231,0.0305333748459816,-0.026718617230653764,0.006876291325864074,0.005586324172012713,0.002868521769862301,0.2803228318691254,0.19872310077061645,-0.1903620169662887,-0.28151356578429965,0.2015453412581203,0.15569859494931892,-0.2659528590349838,-0.304795368408045,-0.17769973444289025,-0.2783014929575502,-0.2806447746598457,0.20512404621893718,-0.25587108205037373,0.15756135967902632,0.08755359163961969,0.3590629310691357,0.0011488382704555986,0.00121264208573848,0.0,0.0,0.018065433496317826,0.9998368067402751
